iata_code,name,continent,iso_country,municipality
JUT,Jutigalpa airport,NA,HN,Jutigalpa
LCE,Goloson International Airport,NA,HN,La Ceiba
LEZ,La Esperanza Airport,NA,HN,La Esperanza
SAP,RamÃ³n Villeda Morales International Airport,NA,HN,San Pedro Sula
MHN,Hooker County Airport,NA,US,Mullen
GJA,La Laguna Airport,NA,HN,Guanaja
PCH,Palacios Airport,NA,HN,Palacios
PEU,Puerto Lempira Airport,NA,HN,Puerto Lempira
RTB,Juan Manuel Galvez International Airport,NA,HN,Roatan Island
SDH,Santa Rosa de CopÃ¡n Airport,NA,HN,Santa Rosa de CopÃ¡n
RUY,CopÃ¡n Ruinas Airport,NA,HN,CopÃ¡n Ruinas
XPL,Coronel Enrique Soto Cano Air Base,NA,HN,Comayagua
TEA,Tela Airport,NA,HN,Tela
TGU,ToncontÃ­n International Airport,NA,HN,Tegucigalpa
TJI,Trujillo Airport,NA,HN,Trujillo
SCD,Sulaco Airport,NA,HN,Sulaco
UII,Utila Airport,NA,HN,Utila Island
MHY,Morehead Airport,OC,PG,Morehead
ORO,Yoro Airport,NA,HN,Yoro
MIZ,Mainoru Airstrip,OC,AU,Mainoru
MJJ,Moki Airport,OC,PG,Moki
MJS,Maganja da Costa Airport,AF,MZ,Maganja
OCJ,Boscobel Aerodrome,NA,JM,Ocho Rios
KIN,Norman Manley International Airport,NA,JM,Kingston
MBJ,Sangster International Airport,NA,JM,Montego Bay
POT,Ken Jones Airport,NA,JM,Ken Jones
MKN,Malekolon Airport,OC,PG,Babase Island
NEG,Negril Airport,NA,JM,Negril
KTP,Tinson Pen Airport,NA,JM,Tinson Pen
MIJ,Mili Island Airport,OC,MH,Mili Island
MLQ,Malalaua Airport,OC,PG,Malalaua
HEB,Hinthada Airport,AS,MM,Hinthada
TZM,Cupul Airport,NA,MX,Tizimin
ACA,General Juan N Alvarez International Airport,NA,MX,Acapulco
NTR,Del Norte International Airport,NA,MX,
AGU,JesÃºs TerÃ¡n Paredo International Airport,NA,MX,Aguascalientes
HUX,BahÃ­as de Huatulco International Airport,NA,MX,Huatulco
CNA,Cananea National Airport,NA,MX,Cananea
CVJ,General Mariano Matamoros Airport,NA,MX,
ACN,Ciudad AcuÃ±a New International Airport,NA,MX,Ciudad AcuÃ±a
CME,Ciudad del Carmen International Airport,NA,MX,Ciudad del Carmen
NCG,Nuevo Casas Grandes Airport,NA,MX,
CUL,Bachigualato Federal International Airport,NA,MX,CuliacÃ¡n
CTM,Chetumal International Airport,NA,MX,Chetumal
CEN,Ciudad ObregÃ³n International Airport,NA,MX,Ciudad ObregÃ³n
CJT,San Antonio Copalar Airport,NA,MX,ComitÃ¡n
CPE,Ingeniero Alberto AcuÃ±a Ongay International Airport,NA,MX,Campeche
CJS,Abraham GonzÃ¡lez International Airport,NA,MX,Ciudad JuÃ¡rez
CZA,Chichen Itza International Airport,NA,MX,Chichen Itza
CUU,General Roberto Fierro Villalobos International Airport,NA,MX,Chihuahua
CVM,General Pedro Jose Mendez International Airport,NA,MX,Ciudad Victoria
CYW,Captain Rogelio Castillo National Airport,NA,MX,Celaya
CZM,Cozumel International Airport,NA,MX,Cozumel
CUA,Ciudad ConstituciÃ³n Airport,NA,MX,Ciudad ConstituciÃ³n
MMC,Ciudad Mante National Airport,NA,MX,Ciudad Mante
DGO,General Guadalupe Victoria International Airport,NA,MX,Durango
TPQ,Amado Nervo National Airport,NA,MX,Tepic
ESE,Ensenada International Airport / El Cipres Air Base,NA,MX,Ensenada
GDL,Don Miguel Hidalgo Y Costilla International Airport,NA,MX,Guadalajara
GYM,General JosÃ© MarÃ­a YÃ¡Ã±ez International Airport,NA,MX,Guaymas
GUB,Guerrero Negro Airport,NA,MX,Guerrero Negro
TCN,Tehuacan Airport,NA,MX,
HMO,General Ignacio P. Garcia International Airport,NA,MX,Hermosillo
CLQ,Licenciado Miguel de la Madrid Airport,NA,MX,Colima
ISJ,Isla Mujeres Airport,NA,MX,
SLW,Plan De Guadalupe International Airport,NA,MX,Saltillo
IZT,Ixtepec Airport,NA,MX,Ixtepec
JAL,El Lencero Airport,NA,MX,Xalapa
AZP,Atizapan De Zaragoza Airport,NA,MX,
LZC,LÃ¡zaro CÃ¡rdenas Airport,NA,MX,LÃ¡zaro CÃ¡rdenas
LMM,Valle del Fuerte International Airport,NA,MX,Los Mochis
BJX,Del BajÃ­o International Airport,NA,MX,Silao
LAP,Manuel MÃ¡rquez de LeÃ³n International Airport,NA,MX,La Paz
LTO,Loreto International Airport,NA,MX,Loreto
MAM,General Servando Canales International Airport,NA,MX,Matamoros
MID,Licenciado Manuel Crescencio Rejon Int Airport,NA,MX,MÃ©rida
MUG,Mulege Airport,NA,MX,Mulege
MXL,General Rodolfo SÃ¡nchez Taboada International Airport,NA,MX,Mexicali
MLM,General Francisco J. Mujica International Airport,NA,MX,Morelia
MTT,MinatitlÃ¡n/Coatzacoalcos National Airport,NA,MX,MinatitlÃ¡n
LOV,Monclova International Airport,NA,MX,
MEX,Licenciado Benito Juarez International Airport,NA,MX,Mexico City
MTY,General Mariano Escobedo International Airport,NA,MX,Monterrey
MZT,General Rafael Buelna International Airport,NA,MX,MazatlÃ¡n
NOG,Nogales International Airport,NA,MX,
NLD,QuetzalcÃ³atl International Airport,NA,MX,Nuevo Laredo
OAX,XoxocotlÃ¡n International Airport,NA,MX,Oaxaca
PAZ,El TajÃ­n National Airport,NA,MX,Poza Rica
PBC,Hermanos SerdÃ¡n International Airport,NA,MX,Puebla
PDS,Piedras Negras International Airport,NA,MX,
PCO,Punta Colorada Airport,NA,MX,La Ribera
UPN,Licenciado y General Ignacio Lopez Rayon Airport,NA,MX,
PQM,Palenque International Airport,NA,MX,
PVR,Licenciado Gustavo DÃ­az Ordaz International Airport,NA,MX,Puerto Vallarta
PXM,Puerto Escondido International Airport,NA,MX,Puerto Escondido
QRO,QuerÃ©taro Intercontinental Airport,NA,MX,QuerÃ©taro
REX,General Lucio Blanco International Airport,NA,MX,Reynosa
SZT,San Cristobal de las Casas Airport,NA,MX,San Cristobal de las Casas
SJD,Los Cabos International Airport,NA,MX,San JosÃ© del Cabo
SFH,San Felipe International Airport,NA,MX,Mexicali
NLU,Santa Lucia Air Force Base,NA,MX,Reyes Acozac
SLP,Ponciano Arriaga International Airport,NA,MX,San Luis PotosÃ­
TRC,Francisco Sarabia International Airport,NA,MX,TorreÃ³n
TGZ,Angel Albino Corzo International Airport,NA,MX,Tuxtla GutiÃ©rrez
TIJ,General Abelardo L. RodrÃ­guez International Airport,NA,MX,Tijuana
TAM,General Francisco Javier Mina International Airport,NA,MX,Tampico
TSL,Tamuin Airport,NA,MX,
TLC,Licenciado Adolfo Lopez Mateos International Airport,NA,MX,Toluca
TAP,Tapachula International Airport,NA,MX,Tapachula
CUN,CancÃºn International Airport,NA,MX,CancÃºn
MMV,Mal Airport,OC,PG,Mal Island
VSA,Carlos Rovirosa PÃ©rez International Airport,NA,MX,Villahermosa
VER,General Heriberto Jara International Airport,NA,MX,Veracruz
ZCL,General Leobardo C. Ruiz International Airport,NA,MX,Zacatecas
ZIH,Ixtapa Zihuatanejo International Airport,NA,MX,Ixtapa
ZMM,Zamora Airport,NA,MX,
ZLO,Playa De Oro International Airport,NA,MX,Manzanillo
MXW,Mandalgobi Airport,AS,MN,Mandalgobi
BEF,Bluefields Airport,NA,NI,Bluefileds
BZA,San Pedro Airport,NA,NI,Bonanza
ECI,Costa Esmeralda Airport,NA,NI,Tola
RNI,Corn Island,NA,NI,Corn Island
MGA,Augusto C. Sandino (Managua) International Airport,NA,NI,Managua
NVG,Nueva Guinea Airport,NA,NI,Nueva Guinea
MNP,Maron Island Airport,OC,PG,Hermit Islands
PUZ,Puerto Cabezas Airport,NA,NI,Puerto Cabezas
RFS,Rosita Airport,NA,NI,La Rosita
NCR,San Carlos,NA,NI,San Carlos
SIU,Siuna,NA,NI,Siuna
WSP,Waspam Airport,NA,NI,Waspam
MOH,Maleo Airport,AS,ID,Morowali
PDM,Capt Justiniano Montenegro Airport,NA,PA,Pedasi
BOC,Bocas Del Toro International Airport,NA,PA,Isla ColÃ³n
CTD,Alonso Valderrama Airport,NA,PA,ChitrÃ©
CHX,Cap Manuel NiÃ±o International Airport,NA,PA,Changuinola
DAV,Enrique Malek International Airport,NA,PA,David
ONX,Enrique Adolfo Jimenez Airport,NA,PA,ColÃ³n
MPG,Makini Airport,OC,PG,Makini
BLB,Panama Pacific International Airport,NA,PA,PanamÃ¡ City
MPI,Mamitupo Airport,NA,PA,Mamitupo
JQE,JaquÃ© Airport,NA,PA,JaquÃ©
PLP,Captain Ramon Xatruch Airport,NA,PA,La Palma
PAC,Marcos A. Gelabert International Airport,NA,PA,Albrook
PUE,Puerto Obaldia Airport,NA,PA,Puerto Obaldia
RIH,Scarlett Martinez International Airport,NA,PA,RÃ­o Hato
SYP,Ruben Cantu Airport,NA,PA,Santiago
PTY,Tocumen International Airport,NA,PA,Tocumen
MPU,Mapua(Mabua) Airport,OC,PG,Tatau Island
PVE,El Porvenir Airport,NA,PA,El Porvenir
NBL,San Blas Airport,NA,PA,Wannukandi
MPX,Miyanmin Airport,OC,PG,Miyanmin
MQO,Malam Airport,OC,PG,Malam
FON,Arenal Airport,NA,CR,La Fortuna/San Carlos
TTQ,Aerotortuguero Airport,NA,CR,Roxana
BAI,Buenos Aires Airport,NA,CR,Punta Arenas
BCL,Barra del Colorado Airport,NA,CR,Pococi
OTR,Coto 47 Airport,NA,CR,Corredores
JAP,Chacarita Airport,NA,CR,Puntarenas
PLD,Playa Samara/Carrillo Airport,NA,CR,Carrillo
DRK,Drake Bay Airport,NA,CR,Puntarenas
FMG,Flamingo Airport,NA,CR,Brasilito
GLF,Golfito Airport,NA,CR,Golfito
GPL,Guapiles Airport,NA,CR,Pococi
PBP,Islita Airport,NA,CR,Nandayure
LIR,Daniel Oduber Quiros International Airport,NA,CR,Liberia
LSL,Los Chiles Airport,NA,CR,Los Chiles
LIO,Limon International Airport,NA,CR,Puerto Limon
CSC,Mojica Airport,NA,CR,CaÃ±as
NCT,Guanacaste Airport,NA,CR,Nicoya/Guanacate
NOB,Nosara Airport,NA,CR,Nicoya
SJO,Juan Santamaria International Airport,NA,CR,San Jose
PJM,Puerto Jimenez Airport,NA,CR,Puerto Jimenez
PMZ,Palmar Sur Airport,NA,CR,Palmar Sur
SYQ,Tobias Bolanos International Airport,NA,CR,San Jose
XQP,Quepos Managua Airport,NA,CR,Quepos
RFR,Rio Frio / Progreso Airport,NA,CR,Rio Frio / Progreso
IPZ,San Isidro del General Airport,NA,CR,PÃ©rez ZeledÃ³n
TOO,San Vito De Java Airport,NA,CR,Coto Brus
MRT,Moroak Airport,OC,AU,Moroak
TNO,Tamarindo Airport,NA,CR,Tamarindo
TMU,Tambor Airport,NA,CR,Nicoya
UPL,Upala Airport,NA,CR,Upala
MSB,Marigot Seaplane Base,NA,MF,Saint Martin
SAL,MonseÃ±or Ãscar Arnulfo Romero International Airport,NA,SV,San Salvador (San Luis Talpa)
CYA,Les Cayes Airport,NA,HT,Les Cayes
CAP,Cap Haitien International Airport,NA,HT,Cap Haitien
MTX,Metro Field,NA,US,Fairbanks
JAK,Jacmel Airport,NA,HT,Jacmel
JEE,JÃ©rÃ©mie Airport,NA,HT,Jeremie
PAP,Toussaint Louverture International Airport,NA,HT,Port-au-Prince
PAX,Port-de-Paix Airport,NA,HT,Port-de-Paix
MTU,Montepuez Airport,AF,MZ,Montepuez
BCA,Gustavo Rizo Airport,NA,CU,Baracoa
BWW,Las Brujas Airport,NA,CU,Cayo Santa Maria
BYM,Carlos Manuel de Cespedes Airport,NA,CU,Bayamo
AVI,Maximo Gomez Airport,NA,CU,Ciego de Avila
CCC,Jardines Del Rey Airport,NA,CU,Cayo Coco
CFG,Jaime Gonzalez Airport,NA,CU,Cienfuegos
CYO,Vilo AcuÃ±a International Airport,NA,CU,Cayo Largo del Sur
CMW,Ignacio Agramonte International Airport,NA,CU,Camaguey
QCO,ColÃ³n Airport,NA,CU,ColÃ³n
SCU,Antonio Maceo International Airport,NA,CU,Santiago
NBW,Leeward Point Field,NA,CU,Guantanamo Bay Naval Station
GAO,Mariana Grajales Airport,NA,CU,GuantÃ¡namo
HAV,JosÃ© MartÃ­ International Airport,NA,CU,Havana
HOG,Frank Pais International Airport,NA,CU,Holguin
VRO,Kawama Airport,NA,CU,Varadero
LCL,La Coloma Airport,NA,CU,Pinar del Rio
UMA,Punta de Maisi Airport,NA,CU,Maisi
MJG,Mayajigua Airport,NA,CU,Mayajigua
MOA,Orestes Acosta Airport,NA,CU,Moa
MZO,Sierra Maestra Airport,NA,CU,Manzanillo
QSN,San Nicolas De Bari Airport,NA,CU,San NicolÃ¡s
ICR,Nicaro Airport,NA,CU,Nicaro
GER,Rafael Cabrera Airport,NA,CU,Nueva Gerona
UPB,Playa Baracoa Airport,NA,CU,Havana
QPD,Pinar Del Rio Airport,NA,CU,Pinar del Rio
SNU,Abel Santamaria Airport,NA,CU,Santa Clara
SNJ,San Julian Air Base,NA,CU,Pinar Del Rio
SZJ,Siguanea Airport,NA,CU,Isla de la Juventud
USS,Sancti Spiritus Airport,NA,CU,Sancti Spiritus
TND,Alberto Delgado Airport,NA,CU,Trinidad
VRA,Juan Gualberto Gomez International Airport,NA,CU,Varadero
VTU,Hermanos Ameijeiras Airport,NA,CU,Las Tunas
MVI,Manetai Airport,OC,PG,Manetai
CYB,Gerrard Smith International Airport,NA,KY,Cayman Brac
LYB,Edward Bodden Airfield,NA,KY,Little Cayman
GCM,Owen Roberts International Airport,NA,KY,Georgetown
MWR,Motswari Airport,AF,ZA,Motswari Private Game Reserve
AJS,Abreojos Airport,NA,MX,Abreojos
AZG,Pablo L. Sidar Airport,NA,MX,ApatzingÃ¡n
PCM,Playa del Carmen Airport,NA,MX,Solidaridad
PCV,Punta Chivato Airport,NA,MX,Punta Chivato
SCX,Salina Cruz Naval Air Station,NA,MX,Salina Cruz
SGM,San Ignacio Airport,NA,MX,San Ignacio
TUY,Tulum Naval Air Station,NA,MX,Tulum
UAC,San Luis RÃ­o Colorado Airport,NA,MX,San Luis RÃ­o Colorado
XAL,Ãlamos Airport,NA,MX,Ãlamos
MXC,Monticello Airport,NA,US,Monticello
MXK,Mindik Airport,OC,PG,Mindik
MXR,Moussoro Airport,AF,TD,Moussoro
GTB,Genting Airport,AS,MY,Genting
GTK,Sungei Tekai Airport,AS,MY,Sungei Tekai
LBP,Long Banga Airport,AS,MY,Long Banga
LLM,Long Lama Airport,AS,MY,Long Lama
MZS,Mostyn Airport,AS,MY,Mostyn
SPT,Sipitang Airport,AS,MY,Sipitang
MAY,Clarence A. Bain Airport,NA,BS,Mangrove Cay
ASD,Andros Town Airport,NA,BS,
TZN,Congo Town Airport,NA,BS,Andros
MHH,Leonard M Thompson International Airport,NA,BS,Marsh Harbour
SAQ,San Andros Airport,NA,BS,Andros Island
AXP,Spring Point Airport,NA,BS,Spring Point
TCB,Treasure Cay Airport,NA,BS,Treasure Cay
WKR,Abaco I Walker C Airport,NA,BS,
CCZ,Chub Cay Airport,NA,BS,
GHC,Great Harbour Cay Airport,NA,BS,Bullocks Harbour
BIM,South Bimini Airport,NA,BS,South Bimini
ATC,Arthur's Town Airport,NA,BS,Arthur's Town
TBI,New Bight Airport,NA,BS,Cat Island
CXY,Cat Cay Airport,NA,BS,North Cat Cay
CRI,Colonel Hill Airport,NA,BS,Colonel Hill
PWN,Pitts Town Airport,NA,BS,Pitts Town
GGT,Exuma International Airport,NA,BS,George Town
ELH,North Eleuthera Airport,NA,BS,North Eleuthera
GHB,Governor's Harbour Airport,NA,BS,Governor's Harbour
NMC,Normans Cay Airport,NA,BS,
RSD,Rock Sound Airport,NA,BS,Rock Sound
TYM,Staniel Cay Airport,NA,BS,
FPO,Grand Bahama International Airport,NA,BS,Freeport
GBI,Auxiliary Airfield,NA,BS,Grand Bahama
WTD,West End Airport,NA,BS,West End
IGA,Inagua Airport,NA,BS,Matthew Town
MYK,May Creek Airport,NA,US,May Creek
LGI,Deadman's Cay Airport,NA,BS,Deadman's Cay
SML,Stella Maris Airport,NA,BS,Stella Maris
MYG,Mayaguana Airport,NA,BS,Abrahams Bay
NAS,Lynden Pindling International Airport,NA,BS,Nassau
PID,Nassau Paradise Island Airport,NA,BS,Nassau
DCT,Duncan Town Airport,NA,BS,
RCY,Rum Cay Airport,NA,BS,
MYS,Moyale Airport,AF,ET,Moyale
ZSA,San Salvador Airport,NA,BS,San Salvador
MYX,Menyamya Airport,OC,PG,Menyamya
CEL,Cape Eleuthera Airport,NA,BS,Cape Eleuthera
MFW,Magaruque Airport,AF,MZ,Magaruque Island
NTC,Paradise Island Airport,AF,MZ,Santa Carolina
IBO,Ibo Airport,AF,MZ,Ibo
TGS,ChokwÃ© Airport,AF,MZ,ChokwÃ©
BZE,Philip S. W. Goldson International Airport,NA,BZ,Belize City
MZE,Manatee Airport,NA,BZ,
CYD,San Ignacio Town (Maya Flats) Airstrip,NA,BZ,Maya Flats
MPE,Griswold Airport,NA,US,Madison
IMI,Ine Airport,OC,MH,Arno Atoll
BQI,Bagani Airport,AF,NA,Bagani
NBS,Changbaishan Airport,AS,CN,Baishan
AIT,Aitutaki Airport,OC,CK,Aitutaki
AIU,Enua Airport,OC,CK,Atiu Island
MGS,Mangaia Island Airport,OC,CK,Mangaia Island
MHX,Manihiki Island Airport,OC,CK,Manihiki Island
MUK,Mauke Airport,OC,CK,Mauke Island
MOI,Mitiaro Island Airport,OC,CK,Mitiaro Island
PZK,Pukapuka Island Airport,OC,CK,Pukapuka Atoll
PYE,Tongareva Airport,OC,CK,Penrhyn Island
RAR,Rarotonga International Airport,OC,CK,Avarua
NDI,Namudi Airport,OC,PG,Namudi
NDN,Nadunumu Airport,OC,PG,Nadunumu
EPG,Browns Airport,NA,US,Weeping Water
AQS,Biaugunu Airport,OC,FJ,"Saqani, Cakaudrove"
ICI,Cicia Airport,OC,FJ,Cicia
CST,Castaway Island Seaplane Base,OC,FJ,Castaway Island
NAN,Nadi International Airport,OC,FJ,Nadi
PTF,Malolo Lailai Island Airport,OC,FJ,Malolo Lailai Island
RBI,Rabi Island Airport,OC,FJ,Rabi Island
KDV,Vunisea Airport,OC,FJ,Vunisea
MNF,Mana Island Airport,OC,FJ,Mana Island
MFJ,Moala Airport,OC,FJ,Moala
SUV,Nausori International Airport,OC,FJ,Nausori
LEV,Levuka Airfield,OC,FJ,Bureta
NGI,Ngau Airport,OC,FJ,Ngau
LUC,Laucala Island Airport,OC,FJ,Laucala Island
LKB,Lakeba Island Airport,OC,FJ,Lakeba Island
LBS,Labasa Airport,OC,FJ,
TVU,Matei Airport,OC,FJ,Matei
KXF,Koro Island Airport,OC,FJ,Koro Island
RTA,Rotuma Airport,OC,FJ,Rotuma
SVU,Savusavu Airport,OC,FJ,Savusavu
BVF,Bui-Dama Airport,OC,FJ,Bua
VAU,Vatukoula Airport,OC,FJ,Vatukoula
KAY,Wakaya Island Airport,OC,FJ,Wakaya Island
ONU,Ono-i-Lau Airport,OC,FJ,Ono-i-Lau
YAS,Yasawa Island Airport,OC,FJ,Yasawa Island
EUA,Kaufana Airport,OC,TO,Eua Island
TBU,Fua'amotu International Airport,OC,TO,Nuku'alofa
HPA,Lifuka Island Airport,OC,TO,Lifuka
NFO,Mata'aho Airport,OC,TO,"Angaha, Niuafo'ou Island"
NTT,Kuini Lavenia Airport,OC,TO,Niuatoputapu
VAV,Vava'u International Airport,OC,TO,Vava'u Island
TTL,Turtle Island Seaplane Base,OC,FJ,Nanuya Levu Island
VBV,Vanua Balavu Airport,OC,FJ,Vanua Balavu
VTF,Vatulele Airport,OC,FJ,Vatulele
GMO,Gombe Lawanti International Airport,AF,NG,Gombe
PHG,Port Harcourt City Airport,AF,NG,Port Harcourt
QRW,Warri Airport,AF,NG,Warri
ABF,Abaiang Airport,OC,KI,Abaiang
BEZ,Beru Airport,OC,KI,Beru
FUN,Funafuti International Airport,OC,TV,Funafuti
KUC,Kuria Airport,OC,KI,Kuria
MNK,Maiana Airport,OC,KI,Maiana
MZK,Marakei Airport,OC,KI,Marakei
MTK,Makin Island Airport,OC,KI,Makin Island
NIG,Nikunau Airport,OC,KI,Nikunau
OOT,Onotoa Airport,OC,KI,Onotoa
TRW,Bonriki International Airport,OC,KI,Tarawa
AEA,Abemama Atoll Airport,OC,KI,Abemama Atoll
TBF,Tabiteuea North Airport,OC,KI,
TMN,Tamana Island Airport,OC,KI,Tamana Island
NON,Nonouti Airport,OC,KI,Nonouti
AIS,Arorae Island Airport,OC,KI,Arorae Island
TSU,Tabiteuea South Airport,OC,KI,Tabiteuea South
BBG,Butaritari Atoll Airport,OC,KI,Butaritari Atoll
AAK,Aranuka Airport,OC,KI,Buariki
NIK,Niokolo-Koba Airport,AF,SN,Niokolo-Koba National Park
IUE,Niue International Airport,OC,NU,Alofi
NKD,Sinak Airport,AS,ID,Sinak
NLH,Ninglang Luguhu Airport,AS,CN,Ninglang
FUT,Pointe Vele Airport,OC,WF,Futuna Island
WLS,Hihifo Airport,OC,WF,Wallis Island
HBB,Industrial Airpark,NA,US,Hobbs
NND,Nangade Airport,AF,MZ,Nangade
NOM,Nomad River Airport,OC,PG,Nomad River
NOO,Naoro Airport,OC,PG,Naoro Vilage
MWP,Mountain Airport,AS,NP,Mountain
NPG,Nipa Airport,OC,PG,Nipa
NRC,NASA Crows Landing Airport,NA,US,Crows Landing
NRY,Newry Airport,OC,AU,Newry
OFU,Ofu Village Airport,OC,AS,Ofu Village
AAU,Asau Airport,OC,WS,Asau
APW,Faleolo International Airport,OC,WS,Apia
FGI,Fagali'i Airport,OC,WS,Apia
FTI,Fitiuta Airport,OC,AS,Fitiuta Village
MXS,Maota Airport,OC,WS,Maota
PPG,Pago Pago International Airport,OC,AS,Pago Pago
NTA,Natadola Airport,OC,FJ,Mbatiri
PPT,Faa'a International Airport,OC,PF,Papeete
RMT,Rimatara Airport,OC,PF,Rimatara Island
RUR,Rurutu Airport,OC,PF,
TUB,Tubuai Airport,OC,PF,
RVV,Raivavae Airport,OC,PF,
AAA,Anaa Airport,OC,PF,
FGU,Fangatau Airport,OC,PF,
TIH,Tikehau Airport,OC,PF,
APK,Apataki Airport,OC,PF,Apataki
REA,Reao Airport,OC,PF,
FAV,Fakarava Airport,OC,PF,
HHZ,Hikueru Atoll Airport,OC,PF,Hikueru Atoll
XMH,Manihi Airport,OC,PF,
GMR,Totegegie Airport,OC,PF,
KKR,Kaukura Airport,OC,PF,
MKP,Makemo Airport,OC,PF,
NAU,Napuka Island Airport,OC,PF,Napuka Island
TKV,Tatakoto Airport,OC,PF,Tatakoto
PKP,Puka Puka Airport,OC,PF,
PUK,Pukarua Airport,OC,PF,Pukarua
TKP,Takapoto Airport,OC,PF,
AXR,Arutua Airport,OC,PF,
MVT,Mataiva Airport,OC,PF,
NUK,Nukutavake Airport,OC,PF,Nukutavake
ZTA,Tureia Airport,OC,PF,
AHE,Ahe Airport,OC,PF,Ahe Atoll
KHZ,Kauehi Airport,OC,PF,Kauehi
FAC,Faaite Airport,OC,PF,
FHZ,Fakahina Airport,OC,PF,Fakahina
RKA,Aratika Nord Airport,OC,PF,
TJN,Takume Airport,OC,PF,Takume
NIU,Naiu Airport,OC,PF,Naiu Atoll
RRR,Raroia Airport,OC,PF,
TKX,Takaroa Airport,OC,PF,
KXU,Katiu Airport,OC,PF,Katiu
NKP,Nukutepipi Airport,OC,PF,Nukutepipi
NHV,Nuku Hiva Airport,OC,PF,
AUQ,Hiva Oa-Atuona Airport,OC,PF,Hiva Oa Island
UAP,Ua Pou Airport,OC,PF,Ua Pou
UAH,Ua Huka Airport,OC,PF,Ua Huka
BOB,Bora Bora Airport,OC,PF,Motu Mute
TTI,Tetiaroa Airport,OC,PF,Tetiaroa
RGI,Rangiroa Airport,OC,PF,
HUH,Huahine-Fare Airport,OC,PF,Fare
MOZ,Moorea Airport,OC,PF,
HOI,Hao Airport,OC,PF,
MAU,Maupiti Airport,OC,PF,
RFP,Raiatea Airport,OC,PF,Uturoa
TPX,Tupai Airport,OC,PF,Tupai Atoll
UOA,Mururoa Atoll Airport,OC,PF,Mururoa Atoll
VHZ,Vahitahi Airport,OC,PF,Vahitahi
NUF,Castlereagh Lake Seaplane Base,AS,LK,Hatton
NUG,Nuguria Airstrip,OC,PG,Nuguria Island
UCC,Yucca Airstrip,NA,US,Mercury
MTV,Mota Lava Airport,OC,VU,Ablow
SLH,Sola Airport,OC,VU,Sola
TOH,Torres Airstrip,OC,VU,Loh/Linua
EAE,Siwo Airport,OC,VU,Emae Island
CCV,Craig Cove Airport,OC,VU,Craig Cove
LOD,Longana Airport,OC,VU,Longana
SSR,Sara Airport,OC,VU,Pentecost Island
PBJ,Tavie Airport,OC,VU,Paama Island
LPM,Lamap Airport,OC,VU,Lamap
LNB,Lamen Bay Airport,OC,VU,Lamen Bay
MWF,Maewo-Naone Airport,OC,VU,Maewo Island
LNE,Lonorore Airport,OC,VU,Lonorore
NUS,Norsup Airport,OC,VU,Norsup
ZGU,Gaua Island Airport,OC,VU,Gaua Island
RCL,Redcliffe Airport,OC,VU,Redcliffe
SON,Santo Pekoa International Airport,OC,VU,Luganville
TGH,Tongoa Airport,OC,VU,Tongoa Island
ULB,UlÃ©i Airport,OC,VU,Ambryn Island
VLS,Valesdir Airport,OC,VU,Epi Island
WLH,Walaha Airport,OC,VU,Walaha
SWJ,Southwest Bay Airport,OC,VU,Malekula Island
OLJ,North West Santo Airport,OC,VU,Olpoi
AUY,Aneityum Airport,OC,VU,Anatom Island
AWD,Aniwa Airport,OC,VU,Aniwa
DLY,Dillon's Bay Airport,OC,VU,Dillon's Bay
FTA,Futuna Airport,OC,VU,Futuna Island
IPA,Ipota Airport,OC,VU,Ipota
UIQ,Quion Hill Airport,OC,VU,Quion Hill
VLI,Bauerfield International Airport,OC,VU,Port Vila
TAH,Tanna Airport,OC,VU,
NWT,Nowata Airport,OC,PG,Nowata
TGJ,Tiga Airport,OC,NC,Tiga
BMY,Ãle Art - Waala Airport,OC,NC,Waala
KNQ,KonÃ© Airport,OC,NC,KonÃ©
ILP,Ãle des Pins Airport,OC,NC,Ãle des Pins
HLU,Nesson Airport,OC,NC,Houailou
KOC,Koumac Airport,OC,NC,Koumac
LIF,Lifou Airport,OC,NC,Lifou
GEA,NoumÃ©a Magenta Airport,OC,NC,NoumÃ©a
IOU,Edmond CanÃ© Airport,OC,NC,Ãle Ouen
PUV,Poum Airport,OC,NC,Poum
PDC,Mueo Airport,OC,NC,Mueo
MEE,MarÃ© Airport,OC,NC,MarÃ©
TOU,Touho Airport,OC,NC,Touho
UVE,OuvÃ©a Airport,OC,NC,OuvÃ©a
NOU,La Tontouta International Airport,OC,NC,NoumÃ©a
AKL,Auckland International Airport,OC,NZ,Auckland
TUO,Taupo Airport,OC,NZ,Taupo
AMZ,Ardmore Airport,OC,NZ,Manurewa
ASG,Ashburton Aerodrome,OC,NZ,
CHC,Christchurch International Airport,OC,NZ,Christchurch
CHT,Chatham Islands-Tuuta Airport,OC,NZ,Waitangi
CMV,Coromandel Aerodrome,OC,NZ,
DGR,Dargaville Aerodrome,OC,NZ,
DUD,Dunedin Airport,OC,NZ,Dunedin
WHO,Franz Josef Aerodrome,OC,NZ,
GBZ,Great Barrier Aerodrome,OC,NZ,Claris
GMN,Greymouth Airport,OC,NZ,
GIS,Gisborne Airport,OC,NZ,Gisborne
GTN,Glentanner Airport,OC,NZ,Glentanner Station
HKK,Hokitika Airfield,OC,NZ,
HLZ,Hamilton International Airport,OC,NZ,Hamilton
WIK,Waiheke Reeve Airport,OC,NZ,
KBZ,Kaikoura Airport,OC,NZ,
